# det nr	max range e_rec (MeV)	par N	par x	par x^2	par x^3	par x^4
337	345	1.00444	0.000443742	-3.83367e-06	1.69126e-08	-2.80888e-11
338	305	1.0151	-9.91775e-05	3.14059e-06	-1.60508e-08	2.15369e-11
339	335	1.0012	0.000509745	-4.00823e-06	1.36317e-08	-1.71809e-11
340	325	1.02134	-8.52659e-05	1.55747e-06	-6.0259e-09	3.83437e-12
341	315	1.01332	4.81285e-05	1.41516e-06	-9.70608e-09	1.40124e-11
342	315	0.990548	0.00109715	-1.15602e-05	5.08838e-08	-7.95988e-11
343	285	1.00912	0.000164048	-6.30675e-07	3.64913e-09	-1.34723e-11
344	305	1.01006	0.000166343	-2.65584e-07	8.63397e-10	-7.53531e-12
345	285	1.0029	0.000391656	-3.35014e-06	2.05867e-08	-5.01548e-11
346	265	1.02354	-0.000270583	3.83476e-06	-1.28181e-08	2.81438e-12
347	265	1.03813	-0.000945885	1.26139e-05	-5.5216e-08	6.93453e-11
348	255	0.996772	0.000862544	-1.04786e-05	5.4703e-08	-1.06097e-10
349	235	1.03094	-0.0010793	2.31903e-05	-1.56304e-07	3.22394e-10
350	275	1.00582	0.000441122	-2.71693e-06	3.13789e-09	1.64897e-13
351	255	1.0184	0.000222182	-1.41259e-06	6.85978e-09	-3.20364e-11
352	235	0.983606	0.00187164	-2.47664e-05	1.29345e-07	-2.45919e-10
353	0	1.00000	0.00000	0.00000	0.00000	0.00000
354	0	1.00000	0.00000	0.00000	0.00000	0.00000
355	0	1.00000	0.00000	0.00000	0.00000	0.00000
356	0	1.00000	0.00000	0.00000	0.00000	0.00000
357	0	1.00000	0.00000	0.00000	0.00000	0.00000
358	0	1.00000	0.00000	0.00000	0.00000	0.00000
359	0	1.00000	0.00000	0.00000	0.00000	0.00000
360	0	1.00000	0.00000	0.00000	0.00000	0.00000
361	0	1.00000	0.00000	0.00000	0.00000	0.00000
362	0	1.00000	0.00000	0.00000	0.00000	0.00000
363	0	1.00000	0.00000	0.00000	0.00000	0.00000
364	0	1.00000	0.00000	0.00000	0.00000	0.00000
365	0	1.00000	0.00000	0.00000	0.00000	0.00000
366	0	1.00000	0.00000	0.00000	0.00000	0.00000
367	255	1.02121	0.000148205	-3.08866e-06	2.4004e-08	-7.34655e-11
368	245	1.02772	-0.000405741	9.14826e-06	-6.79713e-08	1.45617e-10
369	255	1.03223	-0.00115203	1.92679e-05	-1.09111e-07	1.86935e-10
370	275	0.990928	0.00117182	-1.41579e-05	6.33724e-08	-1.00914e-10
371	255	0.998538	0.000912165	-1.33204e-05	7.42332e-08	-1.48071e-10
372	265	0.995681	0.00085812	-1.17478e-05	6.32774e-08	-1.23227e-10
373	255	1.00269	0.000452125	-5.91367e-06	3.24129e-08	-6.45694e-11
374	275	0.99724	0.000852594	-1.20671e-05	6.69458e-08	-1.31217e-10
375	275	1.00298	0.000470221	-5.79434e-06	3.24876e-08	-7.03205e-11
376	265	1.00855	0.000117984	-4.36103e-07	2.06759e-09	-1.62503e-11
377	295	1.00898	0.000279933	-2.84963e-06	1.17833e-08	-2.12752e-11
378	305	0.992712	0.000916802	-1.03467e-05	4.91532e-08	-8.46515e-11
379	305	0.996721	0.000559099	-4.68878e-06	1.95042e-08	-3.80779e-11
380	315	0.996242	0.000580996	-5.1811e-06	2.0396e-08	-3.3309e-11
381	315	1.01416	-0.000142467	2.88519e-06	-1.50047e-08	2.08793e-11
382	315	1.00113	0.000445757	-3.81559e-06	1.43358e-08	-2.2544e-11
383	345	1.00522	0.000262329	-2.34924e-06	1.06074e-08	-1.78668e-11
384	305	1.014	0.000130672	-1.45893e-06	8.94132e-09	-1.96954e-11
385	275	0.991377	0.00120023	-1.6371e-05	9.10823e-08	-1.70702e-10
386	285	1.00582	0.000421819	-3.89924e-06	1.72709e-08	-3.18206e-11
387	305	1.01259	8.03634e-05	6.86296e-07	-3.84971e-09	-7.83852e-13
388	305	1.00164	0.00051306	-5.68792e-06	2.9159e-08	-5.48228e-11
389	285	1.01324	-0.000143106	4.71776e-06	-2.8573e-08	4.70014e-11
390	295	1.00066	0.000674269	-7.88584e-06	3.73291e-08	-6.33343e-11
391	295	1.0133	0.000215451	-2.85958e-06	1.58287e-08	-3.38318e-11
392	275	1.00827	0.00031315	-2.94483e-06	1.56819e-08	-3.62909e-11
393	265	1.00503	0.000566684	-6.46557e-06	3.23415e-08	-6.30128e-11
394	275	1.00739	0.00046105	-3.70786e-06	9.04916e-09	-1.17974e-11
395	265	1.00579	0.000388238	-3.53793e-06	1.17609e-08	-1.73227e-11
396	265	1.00798	0.000212136	-1.89736e-06	1.17176e-08	-3.21035e-11
397	255	1.02714	-0.000345556	7.0434e-06	-4.63038e-08	7.97406e-11
398	265	1.0198	0.000402825	-7.8137e-06	5.63523e-08	-1.40034e-10
399	235	1.0039	0.000720293	-8.06895e-06	3.28967e-08	-5.10519e-11
400	0	1.00000	0.00000	0.00000	0.00000	0.00000
401	0	1.00000	0.00000	0.00000	0.00000	0.00000
402	0	1.00000	0.00000	0.00000	0.00000	0.00000
403	225	1.04232	-0.000452618	5.03938e-06	-2.65541e-08	4.26001e-11
404	265	0.996029	0.000899181	-1.26593e-05	6.87347e-08	-1.37064e-10
405	0	1.00000	0.00000	0.00000	0.00000	0.00000
406	225	1.00424	0.00116461	-1.966e-05	1.18175e-07	-2.50259e-10
407	245	0.97489	0.00190926	-2.7779e-05	1.61082e-07	-3.32795e-10
408	0	1.00000	0.00000	0.00000	0.00000	0.00000
409	195	1.03732	-0.000822655	1.39971e-05	-8.44725e-08	1.79292e-10
410	245	0.983811	0.00152644	-2.18599e-05	1.2355e-07	-2.43136e-10
411	265	0.989272	0.00113871	-1.6128e-05	9.13135e-08	-1.86302e-10
412	255	1.01183	9.43081e-05	-6.06915e-07	1.86744e-09	-9.64479e-12
413	265	0.996636	0.00102727	-1.50261e-05	7.98141e-08	-1.51217e-10
414	275	1.00004	0.000550125	-4.79445e-06	1.4959e-08	-2.28496e-11
415	285	1.02032	8.16614e-06	1.00242e-06	-1.13991e-08	2.07397e-11
416	265	1.01476	-0.000149981	3.34296e-06	-2.05015e-08	3.15992e-11
417	265	0.995333	0.000692677	-7.36718e-06	3.24523e-08	-6.04841e-11
418	285	1.00464	0.000482672	-6.76595e-06	3.70348e-08	-7.25226e-11
419	285	1.00787	5.82881e-05	1.76989e-06	-1.62284e-08	2.52171e-11
420	275	0.996387	0.000636459	-7.56721e-06	3.99973e-08	-7.86017e-11
421	285	1.00038	0.000632532	-8.50816e-06	4.53972e-08	-8.45227e-11
422	315	1.00299	0.000351022	-3.76589e-06	1.85349e-08	-3.53454e-11
423	305	1.00164	0.000431891	-5.06077e-06	2.38264e-08	-4.22151e-11
424	325	1.00987	1.03219e-05	1.46382e-06	-9.88839e-09	1.37486e-11
425	325	1.00817	9.69649e-05	-7.02204e-07	6.12336e-09	-1.70875e-11
426	345	0.999737	0.000341343	-2.19759e-06	7.01513e-09	-1.00249e-11
427	335	1.00932	0.000319315	-4.35947e-06	2.14888e-08	-3.61719e-11
428	345	1.00322	0.000160788	-3.82132e-08	-3.18332e-09	4.77163e-12
429	385	1.00364	0.000322532	-2.50096e-06	8.07572e-09	-9.82696e-12
430	375	0.988999	0.000752326	-6.78837e-06	2.54874e-08	-3.43977e-11
431	385	1.0021	0.00026304	-1.64868e-06	5.06628e-09	-6.8655e-12
432	415	0.99984	0.000483372	-3.27646e-06	1.01542e-08	-1.19152e-11
433	435	1.00413	0.000334471	-1.70372e-06	4.57946e-09	-5.77832e-12
434	415	1.00002	0.000470833	-3.15134e-06	9.86017e-09	-1.22631e-11
435	445	1.00801	0.00025301	-1.37509e-06	4.18386e-09	-5.41104e-12
436	455	1.0057	0.000242967	-1.21543e-06	3.09891e-09	-3.38672e-12
437	405	1.00089	0.000333986	-1.15335e-06	7.79366e-10	2.66435e-14
438	435	1.00718	0.000229379	-1.0985e-06	2.58599e-09	-3.11294e-12
439	425	1.00706	0.000211665	-1.31969e-06	4.96797e-09	-7.03842e-12
440	375	1.00109	0.000514214	-4.04818e-06	1.43992e-08	-1.91416e-11
441	395	0.999109	0.000516159	-4.02568e-06	1.43881e-08	-1.90296e-11
442	345	1.00076	0.000566213	-5.03417e-06	1.9371e-08	-2.79095e-11
443	395	1.007	0.000234321	-1.56371e-06	6.53406e-09	-1.07125e-11
444	425	1.01041	0.000122194	-6.07462e-07	3.50141e-09	-7.44836e-12
445	355	1.00046	0.000542809	-5.20938e-06	2.28291e-08	-3.5807e-11
446	385	0.999151	0.000515863	-3.80202e-06	1.27133e-08	-1.66428e-11
447	395	1.00471	0.000357671	-2.75527e-06	1.05151e-08	-1.54386e-11
448	355	1.01138	0.00023668	-1.99759e-06	8.16517e-09	-1.33685e-11
449	345	1.01846	-0.000100201	1.38981e-06	-3.5519e-09	-1.35746e-12
450	305	1.01503	5.12181e-06	4.59742e-07	-1.00419e-09	-2.48934e-12
451	345	0.998502	0.000702018	-7.49588e-06	3.21679e-08	-4.7044e-11
452	375	1.01392	7.25296e-05	-1.09032e-06	7.52835e-09	-1.52977e-11
453	305	1.00367	0.000289654	-1.61938e-06	4.24804e-09	-9.63003e-12
454	355	1.00746	0.000224532	-1.48204e-06	4.80347e-09	-8.2801e-12
455	345	1.00185	0.000400523	-3.73431e-06	1.66758e-08	-2.76795e-11
456	295	0.995123	0.000810297	-9.91624e-06	5.00992e-08	-8.7665e-11
457	295	1.01133	-3.40603e-05	2.30668e-06	-1.43024e-08	2.27624e-11
458	275	1.01052	0.000321137	-4.61277e-06	2.92285e-08	-6.39814e-11
459	315	1.02356	-0.000428411	6.21678e-06	-3.01229e-08	4.43019e-11
460	325	1.0139	-4.02473e-05	1.72107e-06	-8.88702e-09	1.02727e-11
461	295	0.994937	0.000523209	-3.19219e-06	8.12478e-09	-1.28922e-11
462	295	1.00954	0.00038063	-4.24815e-06	2.27212e-08	-4.5421e-11
463	285	1.00333	0.000458306	-4.29361e-06	1.93497e-08	-4.04027e-11
464	265	1.00181	0.000963331	-1.61396e-05	1.01084e-07	-2.133e-10
465	285	1.02332	-5.42361e-05	-2.23612e-07	4.79917e-09	-1.84139e-11
466	255	1.01614	-9.66301e-05	3.20581e-06	-2.16663e-08	3.2632e-11
467	295	0.997245	0.000698839	-7.3239e-06	3.0419e-08	-4.99475e-11
468	285	1.01099	1.83074e-05	1.02674e-06	-4.73504e-09	-3.20627e-12
469	275	1.02285	-0.000482818	6.92009e-06	-3.24092e-08	4.02903e-11
470	265	1.01965	-0.00031969	5.36722e-06	-3.00095e-08	4.93509e-11
471	225	1.01084	-7.84299e-05	2.12873e-06	-1.70303e-09	-7.31271e-12
472	265	0.998169	0.000759426	-1.12056e-05	6.24197e-08	-1.19654e-10
473	275	1.01274	-0.000154435	2.89697e-06	-1.62053e-08	1.89767e-11
474	265	1.01741	-0.000204929	4.793e-06	-3.17539e-08	4.8353e-11
475	265	1.02648	-0.00058986	8.44251e-06	-4.65847e-08	8.23317e-11
476	285	1.00583	0.000310235	-2.11487e-06	3.41077e-10	8.60223e-12
477	285	1.01596	-0.00018977	3.36407e-06	-1.96851e-08	2.51309e-11
478	275	0.996949	0.00105151	-1.42654e-05	7.36459e-08	-1.38295e-10
479	0	1.00000	0.00000	0.00000	0.00000	0.00000
480	475	1.00709	0.000203249	-1.06298e-06	3.01517e-09	-3.46508e-12
481	505	1.00357	0.000295714	-1.72578e-06	5.0178e-09	-5.67422e-12
482	455	1.00471	0.000246846	-1.02899e-06	2.10795e-09	-2.02501e-12
483	515	1.00687	0.000179345	-7.05525e-07	1.32996e-09	-1.14026e-12
484	515	1.001	0.00031986	-1.76546e-06	4.42203e-09	-4.18748e-12
485	475	1.00317	0.000283277	-1.3819e-06	3.4114e-09	-3.86776e-12
486	505	1.0077	0.000156745	-6.63079e-07	1.69526e-09	-2.0739e-12
487	485	1.00353	0.000256297	-1.48124e-06	4.6184e-09	-5.75892e-12
488	455	1.0041	0.000288289	-1.75926e-06	5.1534e-09	-5.89886e-12
489	455	1.00005	0.000337034	-1.9483e-06	5.66274e-09	-6.62244e-12
490	395	1.00433	0.000315165	-2.21742e-06	7.11741e-09	-8.74245e-12
491	455	1.00499	0.000278932	-1.52468e-06	3.91811e-09	-4.40927e-12
492	465	1.00351	0.000181232	-4.03172e-07	-1.62167e-10	3.02666e-13
493	415	1.00604	0.000185818	-7.68556e-07	1.55913e-09	-2.42361e-12
494	435	1.00568	0.000208166	-1.54858e-06	6.43007e-09	-9.65266e-12
495	445	1.00284	0.000254475	-1.49614e-06	4.16797e-09	-4.9296e-12
496	385	1.01502	-2.61786e-05	7.62035e-07	-1.62737e-09	-1.41216e-12
497	365	1.0008	0.000314645	-1.52911e-06	2.17398e-09	-3.04574e-13
498	375	1.00178	0.000446442	-4.19159e-06	1.65961e-08	-2.37626e-11
499	415	1.0128	-0.000106775	2.12444e-06	-8.59237e-09	9.4725e-12
500	415	1.00515	0.000222236	-1.64699e-06	6.27061e-09	-9.05919e-12
501	355	0.997508	0.00058187	-6.08074e-06	2.65677e-08	-4.06118e-11
502	405	1.00423	0.000461547	-3.67334e-06	1.20709e-08	-1.58011e-11
503	375	1.0035	0.00052045	-4.55066e-06	1.60492e-08	-2.16285e-11
504	355	1.01394	0.000147518	-6.89221e-07	4.02452e-09	-1.19589e-11
505	325	1.00152	0.000549709	-5.61065e-06	2.51394e-08	-4.29905e-11
506	295	1.00449	0.000339749	-3.13746e-06	1.35613e-08	-2.72024e-11
507	355	1.01297	-8.01549e-05	1.67597e-06	-6.86112e-09	5.33587e-12
508	355	1.00982	0.00034844	-4.60639e-06	2.19103e-08	-3.474e-11
509	325	1.01108	5.12783e-05	1.61034e-07	-1.74812e-09	-1.72295e-12
510	345	1.01368	-7.61641e-05	1.77847e-06	-1.02277e-08	1.56465e-11
511	355	1.00424	0.00030145	-2.30716e-06	7.27777e-09	-1.04482e-11
512	295	0.999566	0.000571342	-7.19203e-06	3.5888e-08	-6.48859e-11
513	295	1.00744	0.000252425	-2.42534e-06	9.73331e-09	-1.77625e-11
514	305	1.00733	0.000253418	-2.91014e-06	1.48193e-08	-2.96348e-11
515	325	1.01531	-0.000256622	3.71054e-06	-1.61825e-08	1.9603e-11
516	325	1.01348	-0.00015943	3.31187e-06	-1.72504e-08	2.47488e-11
517	315	1.00249	0.000409427	-4.36399e-06	1.65933e-08	-2.51471e-11
518	305	1.0172	-0.000134319	2.08161e-06	-9.84778e-09	1.15148e-11
519	335	1.00535	0.000206179	-1.3068e-06	3.68975e-09	-7.02917e-12
520	295	1.01291	0.000111795	-2.10195e-06	1.45115e-08	-3.43805e-11
521	295	1.01024	-2.02887e-05	1.47484e-06	-1.09274e-08	1.84825e-11
522	265	1.02702	-0.000660213	1.31946e-05	-8.20171e-08	1.47456e-10
523	305	1.00036	0.000478713	-4.26516e-06	1.56237e-08	-2.34989e-11
524	345	1.00402	0.000355056	-3.74574e-06	1.62472e-08	-2.65563e-11
525	295	0.9876	0.00106896	-1.32082e-05	6.42287e-08	-1.10878e-10
526	325	0.989212	0.000752728	-6.73412e-06	2.5953e-08	-4.04948e-11
527	325	0.983995	0.0009338	-8.75804e-06	3.52179e-08	-5.46342e-11
528	535	1.00775	7.99917e-05	2.41993e-08	-5.76274e-10	4.4866e-13
529	535	1.00698	7.69344e-05	1.8705e-07	-1.38165e-09	1.43128e-12
530	505	1.00196	0.000216618	-9.73283e-07	2.38793e-09	-2.55917e-12
531	545	1.00836	8.16792e-05	-7.10433e-08	-3.43002e-10	2.98718e-13
532	565	1.00607	0.000117981	-4.17003e-07	6.95624e-10	-7.20272e-13
533	515	1.0041	0.000200058	-1.08841e-06	2.91569e-09	-3.12346e-12
534	555	1.0061	9.14116e-05	-2.98915e-07	8.20388e-10	-1.22369e-12
535	575	1.00563	0.000136975	-6.75497e-07	1.38705e-09	-1.30632e-12
536	505	0.997426	0.000360799	-2.16924e-06	5.7082e-09	-5.70471e-12
537	505	0.999822	0.000334985	-2.26837e-06	6.50589e-09	-6.90768e-12
538	485	1.00446	0.000189263	-1.0217e-06	3.23628e-09	-4.3774e-12
539	525	1.00448	0.000192475	-1.10769e-06	2.95625e-09	-3.28198e-12
540	525	1.00619	0.000117071	-4.42501e-07	8.30451e-10	-1.02282e-12
541	485	1.00418	0.000142913	-4.93136e-07	9.23225e-10	-1.34018e-12
542	525	1.00291	0.000292811	-1.84356e-06	4.91732e-09	-5.10818e-12
543	525	1.00589	0.000226652	-1.3957e-06	3.3678e-09	-3.62432e-12
544	475	1.00029	0.000489847	-3.59294e-06	1.05895e-08	-1.1577e-11
545	435	1.01326	6.76566e-05	2.25256e-07	-2.19525e-09	2.00265e-12
546	385	0.998797	0.000770335	-7.45669e-06	2.72508e-08	-3.45436e-11
547	455	1.00956	7.5309e-05	-3.93765e-07	1.29466e-09	-2.22252e-12
548	475	1.00789	9.41386e-05	-6.51536e-07	2.71353e-09	-4.40713e-12
549	0	1.00000	0.00000	0.00000	0.00000	0.00000
550	445	1.00084	0.000614383	-5.19169e-06	1.58678e-08	-1.73876e-11
551	435	1.00705	0.000126823	-8.17887e-07	3.22185e-09	-5.87839e-12
552	395	1.01363	0.000158915	-7.82802e-07	1.14192e-09	-2.36706e-12
553	385	1.00263	0.000319845	-3.1704e-06	1.2969e-08	-1.9187e-11
554	365	1.00354	0.000376904	-3.65905e-06	1.40134e-08	-2.00403e-11
555	415	1.00074	0.000285783	-1.76082e-06	4.06236e-09	-4.06386e-12
556	445	1.01061	-3.5579e-06	3.28129e-07	-8.5276e-10	-7.88046e-13
557	345	1.0004	0.00042059	-4.50756e-06	1.89804e-08	-2.84404e-11
558	415	1.00688	0.000163356	-1.25446e-06	4.40934e-09	-7.07562e-12
559	405	1.00633	0.00024654	-2.01359e-06	7.01643e-09	-9.41074e-12
560	355	1.00109	0.000252289	-2.05267e-06	8.88538e-09	-1.61056e-11
561	365	1.00051	0.00031665	-2.58817e-06	9.71866e-09	-1.40322e-11
562	345	1.00244	0.000647398	-6.26586e-06	2.28257e-08	-2.97961e-11
563	405	1.00425	0.000192162	-1.26354e-06	5.10982e-09	-8.56883e-12
564	405	1.00867	0.000113066	-1.20506e-06	5.82715e-09	-9.89446e-12
565	0	1.00000	0.00000	0.00000	0.00000	0.00000
566	405	1.01735	-3.30008e-05	1.44128e-06	-8.12992e-09	1.04347e-11
567	405	1.00464	0.00015474	-1.18776e-06	4.6728e-09	-6.77618e-12
568	345	1.01022	0.000241103	-1.41084e-06	2.53878e-09	-3.58668e-12
569	375	1.00712	8.27765e-05	4.26798e-07	-4.45696e-09	6.21584e-12
570	345	0.990282	0.000905848	-9.57227e-06	3.78109e-08	-5.1919e-11
571	405	0.99789	0.000353861	-2.44096e-06	7.77959e-09	-1.03049e-11
572	415	0.999953	0.000252105	-1.05631e-06	1.46559e-09	-1.28946e-12
573	355	1.00367	0.00023915	-1.01787e-06	2.93978e-10	1.39395e-12
574	395	1.00459	0.000180327	-4.77823e-07	-1.80012e-09	4.30104e-12
575	395	1.00246	0.000248102	-1.86875e-06	5.90657e-09	-7.51886e-12
576	445	1.00059	0.000497426	-3.81777e-06	1.26032e-08	-1.46584e-11
577	485	1.01184	2.72899e-05	1.07687e-06	-4.73511e-09	4.85917e-12
578	485	1.00458	0.000259019	-9.78997e-07	1.89754e-09	-2.38756e-12
579	505	1.00935	0.000123627	-8.94926e-08	-5.08758e-10	2.8915e-13
580	535	1.00864	0.000257903	-1.21566e-06	2.36756e-09	-1.95975e-12
581	585	1.00257	0.000487233	-3.86323e-06	9.0122e-09	-7.27408e-12
582	0	1.00000	0.00000	0.00000	0.00000	0.00000
583	575	1.01047	0.000130202	-2.14234e-07	-3.31071e-10	3.80404e-13
584	505	1.00468	0.000243138	-9.72457e-07	1.57597e-09	-1.42539e-12
585	565	1.0071	0.000130282	-3.63944e-07	6.60812e-10	-8.83152e-13
586	0	1.00000	0.00000	0.00000	0.00000	0.00000
587	605	1.00479	0.000163343	-4.04984e-07	2.0064e-10	2.28192e-14
588	625	1.0047	0.000123442	-2.53617e-07	9.7212e-11	-5.79211e-14
589	585	1.00249	0.000197434	-8.97333e-07	2.18594e-09	-2.16436e-12
590	615	1.00215	0.000180845	-6.80766e-07	1.24764e-09	-1.02015e-12
591	685	1.00259	0.000139655	-4.80803e-07	7.26688e-10	-5.18157e-13
592	575	1.00209	0.000217067	-9.48912e-07	2.07656e-09	-1.91956e-12
593	615	1.00339	0.000150979	-4.27715e-07	3.49575e-10	-1.14342e-13
594	625	1.0105	9.31694e-05	-1.39828e-07	-2.69121e-10	2.24236e-13
595	695	1.00477	9.52392e-05	-1.28538e-07	-2.34252e-10	2.45318e-13
596	725	1.00511	7.77144e-05	-1.58437e-07	4.48737e-12	4.13331e-14
597	0	1.00000	0.00000	0.00000	0.00000	0.00000
598	715	1.00786	0.000132409	-4.75771e-07	5.85398e-10	-3.84695e-13
599	715	1.00495	7.50375e-05	-1.98831e-07	1.99793e-10	-1.46022e-13
600	615	1.01249	8.26161e-05	-3.19134e-07	4.66579e-10	-4.90314e-13
601	635	1.00234	0.000158998	-6.45975e-07	1.11644e-09	-9.40383e-13
602	455	1.02341	-0.000342532	1.46112e-06	6.46254e-10	-4.51169e-12
603	665	1.00362	8.30524e-05	-1.67415e-07	-1.06257e-11	3.7874e-14
604	685	1.00297	0.000111548	-4.09547e-07	6.36642e-10	-5.06632e-13
605	565	1.00746	3.55741e-05	1.96753e-07	-1.12589e-09	1.07343e-12
606	645	1.00439	0.00016839	-7.45344e-07	1.21334e-09	-8.6892e-13
607	665	1.00465	0.000120053	-4.72184e-07	7.17886e-10	-5.83643e-13
608	545	1.00741	0.000122195	-3.36004e-07	-1.08359e-10	4.35349e-13
609	585	1.00498	0.000156121	-5.17652e-07	4.38411e-10	-2.65753e-13
610	525	1.0054	0.000137575	-8.03171e-07	2.26937e-09	-2.63658e-12
611	605	1.00367	9.89903e-05	-3.8499e-07	8.72071e-10	-9.72825e-13
612	595	1.00403	8.63578e-05	-2.11381e-07	5.43309e-11	5.89675e-14
613	525	1.00032	0.000211428	-1.11224e-06	2.77079e-09	-2.89084e-12
614	555	1.00541	8.21835e-05	-2.77001e-07	4.73901e-10	-6.14514e-13
615	525	1.00552	8.6847e-05	-3.83366e-07	9.49643e-10	-1.14407e-12
616	505	1.00345	0.000160754	-9.58981e-07	2.80911e-09	-3.51372e-12
617	505	1.0004	0.00022392	-1.24562e-06	3.269e-09	-3.6472e-12
618	475	1.00407	0.000145059	-5.92497e-07	1.39867e-09	-2.15437e-12
619	515	1.0028	0.000213388	-1.56857e-06	4.82292e-09	-5.29995e-12
620	495	1.00371	0.000139229	-6.20175e-07	1.54795e-09	-2.16984e-12
621	455	0.996844	0.000424959	-3.23893e-06	1.03235e-08	-1.18623e-11
622	475	1.01289	-3.14271e-05	7.32795e-07	-2.62057e-09	1.90912e-12
623	435	1.00316	0.000105061	6.00882e-08	-1.89926e-09	2.92813e-12
624	525	1.00225	0.000254493	-9.84656e-07	1.71963e-09	-1.32829e-12
625	605	1.00355	0.000221635	-8.80447e-07	1.58791e-09	-1.23645e-12
626	605	1.00305	0.000184581	-4.91008e-07	2.94032e-10	5.47719e-14
627	615	1.00432	0.000204708	-9.12413e-07	1.867e-09	-1.50614e-12
628	665	1.0043	0.000165494	-6.62023e-07	1.19252e-09	-8.74303e-13
629	685	1.00385	0.000136317	-3.79043e-07	4.82852e-10	-3.58669e-13
630	675	1.00482	0.000120987	-3.36028e-07	4.02981e-10	-2.86176e-13
631	795	1.00319	0.000119159	-3.50215e-07	3.84356e-10	-1.87838e-13
632	685	1.00168	0.000181796	-6.31749e-07	9.44467e-10	-6.21254e-13
633	745	1.00412	0.00011674	-3.37991e-07	3.9916e-10	-2.38529e-13
634	745	1.00279	0.000117711	-3.52154e-07	4.75355e-10	-3.20449e-13
635	775	1.00377	0.000107847	-3.03476e-07	3.30985e-10	-1.73193e-13
636	875	1.00245	0.00010853	-3.19429e-07	3.00892e-10	-1.11659e-13
637	805	1.00199	0.000123359	-4.17324e-07	6.26631e-10	-3.98445e-13
638	815	1.00252	0.00010598	-3.65301e-07	5.17542e-10	-2.75e-13
639	935	1.0054	5.48992e-05	-5.91749e-08	-9.75771e-11	9.20198e-14
640	785	1.00319	8.21084e-05	-1.89243e-07	1.56572e-10	-1.02867e-13
641	795	1.00199	8.37815e-05	-2.0336e-07	1.96009e-10	-9.50997e-14
642	805	1.00206	9.64522e-05	-2.93697e-07	3.55266e-10	-2.05793e-13
643	915	1.00258	7.88916e-05	-2.41141e-07	2.88544e-10	-1.44239e-13
644	995	1.00488	5.94413e-05	-1.3918e-07	1.01089e-10	-5.14264e-14
645	815	1.00319	7.58851e-05	-1.89942e-07	1.01777e-10	-1.20776e-14
646	955	1.00271	0.000110523	-3.89512e-07	4.64358e-10	-2.32924e-13
647	915	1.00185	0.00012779	-4.80062e-07	6.41981e-10	-3.53541e-13
648	715	1.00326	0.000144698	-5.76473e-07	8.22614e-10	-5.15846e-13
649	785	1.00454	8.65602e-05	-2.66632e-07	2.23404e-10	-1.20847e-13
650	695	1.00518	3.36714e-05	4.15895e-08	-3.51969e-10	2.24074e-13
651	845	1.00249	6.2993e-05	-1.54168e-07	9.32994e-11	-4.96218e-14
652	805	1.00182	7.09611e-05	-2.25652e-07	2.87003e-10	-1.86308e-13
653	705	1.00153	0.000104437	-3.78279e-07	5.44807e-10	-3.94913e-13
654	725	1.00323	5.54556e-05	-1.09901e-07	-7.33369e-12	6.00352e-15
655	685	1.00279	9.07452e-05	-4.18329e-07	8.27282e-10	-6.9892e-13
656	625	1.00269	9.80991e-05	-3.20224e-07	4.05972e-10	-3.22644e-13
657	565	1.00314	8.23618e-05	-1.11298e-07	-5.66357e-10	8.89765e-13
658	525	1.0036	0.000148592	-7.50112e-07	1.37571e-09	-9.95971e-13
659	615	1.00104	0.000135291	-6.24457e-07	1.33077e-09	-1.19061e-12
660	595	1.00566	9.25581e-05	-2.55674e-07	1.02856e-10	3.09995e-15
661	555	1.00524	0.000204303	-1.20562e-06	2.89862e-09	-2.76613e-12
662	465	1.00231	0.000158108	-1.00282e-06	2.96766e-09	-3.29961e-12
663	565	1.0083	6.92034e-05	-9.14543e-08	-2.19211e-10	8.8072e-14
664	525	1.00378	0.000168668	-8.46981e-07	1.71675e-09	-1.58038e-12
665	485	1.00666	3.4047e-05	1.87113e-07	-8.38695e-10	6.16497e-13
666	455	1.00587	0.000223988	-1.72579e-06	5.60939e-09	-6.79825e-12
667	515	1.00172	0.000196854	-8.8555e-07	1.57917e-09	-1.24452e-12
668	495	1.00369	7.26303e-05	8.36796e-08	-6.27086e-10	1.92964e-13
669	435	1.01253	-0.000164156	2.29872e-06	-8.71121e-09	9.71509e-12
670	395	1.00167	0.000252178	-1.96097e-06	6.88066e-09	-8.44638e-12
671	275	1.02243	-0.000734653	1.03744e-05	-5.39548e-08	9.79103e-11
672	0	1.00000	0.00000	0.00000	0.00000	0.00000
673	825	1.0038	0.00013419	-4.21454e-07	4.82855e-10	-2.58254e-13
674	835	1.00863	0.000110124	-3.82355e-07	4.7765e-10	-2.71771e-13
675	795	1.00439	0.000110126	-3.19713e-07	3.39417e-10	-1.5854e-13
676	895	1.01037	6.24565e-05	-1.67976e-07	8.99899e-11	-1.24038e-14
677	0	1.00000	0.00000	0.00000	0.00000	0.00000
678	0	1.00000	0.00000	0.00000	0.00000	0.00000
679	0	1.00000	0.00000	0.00000	0.00000	0.00000
680	995	1.00616	0.000122299	-4.2783e-07	5.25624e-10	-2.62504e-13
681	0	1.00000	0.00000	0.00000	0.00000	0.00000
682	0	1.00000	0.00000	0.00000	0.00000	0.00000
683	0	1.00000	0.00000	0.00000	0.00000	0.00000
