0 -3.849 4.333 145.700
1 -6.543 4.333 145.700
2 -3.849 1.667 145.700
3 -6.543 1.667 145.700
4 -9.045 7.333 145.700
5 -11.739 7.333 145.700
6 -9.045 4.667 145.700
7 -11.739 4.667 145.700
8 -9.045 1.333 145.700
9 -11.739 1.333 145.700
10 -9.045 -1.333 145.700
11 -11.739 -1.333 145.700
12 -15.588 9.000 145.70
13 -15.588 3.000 145.70
14 -15.588 -3.000 145.70
15 -20.785 12.000 145.70
16 -20.785 6.000 145.70
17 -20.785 0.000 145.70
18 -20.785 -6.000 145.70
19 -25.981 15.000 145.70
20 -25.981 9.000 145.70
21 -25.981 3.000 145.70
22 -25.981 -3.000 145.70
23 -25.981 -9.000 145.70
24 -31.177 18.000 145.70
25 -31.177 12.000 145.70
26 -31.177 6.000 145.70
27 -31.177 0.000 145.70
28 -31.177 -6.000 145.70
29 -31.177 -12.000 145.70
30 -36.373 21.000 145.70
31 -36.373 15.000 145.70
32 -36.373 9.000 145.70
33 -36.373 3.000 145.70
34 -36.373 -3.000 145.70
35 -36.373 -9.000 145.70
36 -36.373 -15.000 145.70
37 -41.569 24.000 145.70
38 -41.569 18.000 145.70
39 -41.569 12.000 145.70
40 -41.569 6.000 145.70
41 -41.569 0.000 145.70
42 -41.569 -6.000 145.70
43 -41.569 -12.000 145.70
44 -41.569 -18.000 145.70
45 -46.765 27.000 145.70
46 -46.765 21.000 145.70
47 -46.765 15.000 145.70
48 -46.765 9.000 145.70
49 -46.765 3.000 145.70
50 -46.765 -3.000 145.70
51 -46.765 -9.000 145.70
52 -46.765 -15.000 145.70
53 -46.765 -21.000 145.70
54 -51.962 30.000 145.70
55 -51.962 24.000 145.70
56 -51.962 18.000 145.70
57 -51.962 12.000 145.70
58 -51.962 6.000 145.70
59 -51.962 0.000 145.70
60 -51.962 -6.000 145.70
61 -51.962 -12.000 145.70
62 -51.962 -18.000 145.70
63 -51.962 -24.000 145.70
64 -57.158 27.000 145.70
65 -57.158 21.000 145.70
66 -57.158 15.000 145.70
67 -57.158 9.000 145.70
68 -57.158 3.000 145.70
69 -57.158 -3.000 145.70
70 -57.158 -9.000 145.70
71 -57.158 -15.000 145.70
72 -57.158 -21.000 145.70
73 -3.849 -1.667 145.700
74 -6.543 -1.667 145.700
75 -3.849 -4.333 145.700
76 -6.543 -4.333 145.700
77 -9.045 -4.667 145.700
78 -11.739 -4.667 145.700
79 -9.045 -7.333 145.700
80 -11.739 -7.333 145.700
81 -3.849 -7.667 145.700
82 -6.543 -7.667 145.700
83 -3.849 -10.333 145.700
84 -6.543 -10.333 145.700
85 -15.588 -9.000 145.70
86 -10.392 -12.000 145.70
87 -5.196 -15.000 145.70
88 -20.785 -12.000 145.70
89 -15.588 -15.000 145.70
90 -10.392 -18.000 145.70
91 -5.196 -21.000 145.70
92 -25.981 -15.000 145.70
93 -20.785 -18.000 145.70
94 -15.588 -21.000 145.70
95 -10.392 -24.000 145.70
96 -5.196 -27.000 145.70
97 -31.177 -18.000 145.70
98 -25.981 -21.000 145.70
99 -20.785 -24.000 145.70
100 -15.588 -27.000 145.70
101 -10.392 -30.000 145.70
102 -5.196 -33.000 145.70
103 -36.373 -21.000 145.70
104 -31.177 -24.000 145.70
105 -25.981 -27.000 145.70
106 -20.785 -30.000 145.70
107 -15.588 -33.000 145.70
108 -10.392 -36.000 145.70
109 -5.196 -39.000 145.70
110 -41.569 -24.000 145.70
111 -36.373 -27.000 145.70
112 -31.177 -30.000 145.70
113 -25.981 -33.000 145.70
114 -20.785 -36.000 145.70
115 -15.588 -39.000 145.70
116 -10.392 -42.000 145.70
117 -5.196 -45.000 145.70
118 -46.765 -27.000 145.70
119 -41.569 -30.000 145.70
120 -36.373 -33.000 145.70
121 -31.177 -36.000 145.70
122 -25.981 -39.000 145.70
123 -20.785 -42.000 145.70
124 -15.588 -45.000 145.70
125 -10.392 -48.000 145.70
126 -5.196 -51.000 145.70
127 -51.962 -30.000 145.70
128 -46.765 -33.000 145.70
129 -41.569 -36.000 145.70
130 -36.373 -39.000 145.70
131 -31.177 -42.000 145.70
132 -25.981 -45.000 145.70
133 -20.785 -48.000 145.70
134 -15.588 -51.000 145.70
135 -10.392 -54.000 145.70
136 -5.196 -57.000 145.70
137 -51.962 -36.000 145.70
138 -46.765 -39.000 145.70
139 -41.569 -42.000 145.70
140 -36.373 -45.000 145.70
141 -31.177 -48.000 145.70
142 -25.981 -51.000 145.70
143 -20.785 -54.000 145.70
144 -15.588 -57.000 145.70
145 -10.392 -60.000 145.70
146 1.347 -4.667 145.700
147 -1.347 -4.667 145.700
148 1.347 -7.333 145.700
149 -1.347 -7.333 145.700
150 1.347 -10.667 145.700
151 -1.347 -10.667 145.700
152 1.347 -13.333 145.700
153 -1.347 -13.333 145.700
154 6.543 -7.667 145.700
